"evt","SOA","Latency","Offset","evt_num","evt_fin","note"
"DI51",500,186570,500,51,"sound_NOTNOVEL",NA
"D112",316,186886,316,112,"pic_nn","animal or thing?"
"DI52",184,187070,184,52,NA,"STD1nn or STD1nov"
"DI53",516,187586,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,188103,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,188603,500,51,"sound_NOTNOVEL",NA
"D115",317,188920,317,115,"pic_nn","animal or thing?"
"DI52",183,189103,183,52,NA,"STD1nn or STD1nov"
"DI53",517,189620,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,190136,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,190636,500,51,"sound_NOTNOVEL",NA
"D121",317,190953,317,121,"pic_nn","animal or thing?"
"DI52",183,191136,183,52,NA,"STD1nn or STD1nov"
"DI53",517,191653,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,192170,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,192670,500,51,"sound_NOTNOVEL",NA
"D120",316,192986,316,120,"pic_nn","animal or thing?"
"DI52",184,193170,184,52,NA,"STD1nn or STD1nov"
"DI53",516,193686,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,194203,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DIN1",500,194703,500,1,"sound_NOVEL",NA
"D129",317,195020,317,129,"pic_novel","animal or thing?"
"DI42",183,195203,183,42,NA,"STD1nn or STD1nov"
"DI43",517,195720,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,196236,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI26",500,196736,500,26,"sound_NOVEL",NA
"D127",317,197053,317,127,"pic_novel","animal or thing?"
"DI42",183,197236,183,42,NA,"STD1nn or STD1nov"
"DI43",517,197753,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,198270,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI22",500,198770,500,22,"sound_NOVEL",NA
"D119",316,199086,316,119,"pic_novel","animal or thing?"
"DI42",184,199270,184,42,NA,"STD1nn or STD1nov"
"DI43",516,199786,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,200303,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI13",500,200803,500,13,"sound_NOVEL",NA
"D101",317,201120,317,101,"pic_novel","animal or thing?"
"DI42",183,201303,183,42,NA,"STD1nn or STD1nov"
"DI43",517,201820,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,202336,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,202836,500,51,"sound_NOTNOVEL",NA
"D130",317,203153,317,130,"pic_nn","animal or thing?"
"DI52",183,203336,183,52,NA,"STD1nn or STD1nov"
"DI53",517,203853,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,204370,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI30",500,204870,500,30,"sound_NOVEL",NA
"D115",316,205186,316,115,"pic_novel","animal or thing?"
"DI42",184,205370,184,42,NA,"STD1nn or STD1nov"
"DI43",516,205886,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,206403,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DIN7",500,206903,500,7,"sound_NOVEL",NA
"D102",317,207220,317,102,"pic_novel","animal or thing?"
"DI42",183,207403,183,42,NA,"STD1nn or STD1nov"
"DI43",517,207920,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,208436,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DIN8",500,208936,500,8,"sound_NOVEL",NA
"D109",317,209253,317,109,"pic_novel","animal or thing?"
"DI42",183,209436,183,42,NA,"STD1nn or STD1nov"
"DI43",517,209953,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,210470,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI29",500,210970,500,29,"sound_NOVEL",NA
"D126",316,211286,316,126,"pic_novel","animal or thing?"
"DI42",184,211470,184,42,NA,"STD1nn or STD1nov"
"DI43",516,211986,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,212503,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,213003,500,51,"sound_NOTNOVEL",NA
"D126",317,213320,317,126,"pic_nn","animal or thing?"
"DI52",183,213503,183,52,NA,"STD1nn or STD1nov"
"DI53",517,214020,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,214536,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,215036,500,51,"sound_NOTNOVEL",NA
"D117",317,215353,317,117,"pic_nn","animal or thing?"
"DI52",183,215536,183,52,NA,"STD1nn or STD1nov"
"DI53",517,216053,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,216570,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DIN9",500,217070,500,9,"sound_NOVEL",NA
"D104",316,217386,316,104,"pic_novel","animal or thing?"
"DI42",184,217570,184,42,NA,"STD1nn or STD1nov"
"DI43",516,218086,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,218603,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI32",500,219103,500,32,"sound_NOVEL",NA
"D106",317,219420,317,106,"pic_novel","animal or thing?"
"DI42",183,219603,183,42,NA,"STD1nn or STD1nov"
"DI43",517,220120,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,220636,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,221136,500,51,"sound_NOTNOVEL",NA
"D114",317,221453,317,114,"pic_nn","animal or thing?"
"DI52",183,221636,183,52,NA,"STD1nn or STD1nov"
"DI53",517,222153,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,222670,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI27",500,223170,500,27,"sound_NOVEL",NA
"D102",316,223486,316,102,"pic_novel","animal or thing?"
"DI42",184,223670,184,42,NA,"STD1nn or STD1nov"
"DI43",516,224186,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,224703,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,225203,500,51,"sound_NOTNOVEL",NA
"D130",317,225520,317,130,"pic_nn","animal or thing?"
"DI52",183,225703,183,52,NA,"STD1nn or STD1nov"
"DI53",517,226220,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,226736,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI14",500,227236,500,14,"sound_NOVEL",NA
"D133",317,227553,317,133,"pic_novel","animal or thing?"
"DI42",183,227736,183,42,NA,"STD1nn or STD1nov"
"DI43",517,228253,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,228770,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI25",500,229270,500,25,"sound_NOVEL",NA
"D133",316,229586,316,133,"pic_novel","animal or thing?"
"DI42",184,229770,184,42,NA,"STD1nn or STD1nov"
"DI43",516,230286,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,230803,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DIN4",500,231303,500,4,"sound_NOVEL",NA
"D113",317,231620,317,113,"pic_novel","animal or thing?"
"DI42",183,231803,183,42,NA,"STD1nn or STD1nov"
"DI43",517,232320,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,232836,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI19",500,233336,500,19,"sound_NOVEL",NA
"D122",317,233653,317,122,"pic_novel","animal or thing?"
"DI42",183,233836,183,42,NA,"STD1nn or STD1nov"
"DI43",517,234353,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,234870,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI24",500,235370,500,24,"sound_NOVEL",NA
"D134",316,235686,316,134,"pic_novel","animal or thing?"
"DI42",184,235870,184,42,NA,"STD1nn or STD1nov"
"DI43",516,236386,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,236903,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,237403,500,51,"sound_NOTNOVEL",NA
"D131",317,237720,317,131,"pic_nn","animal or thing?"
"DI52",183,237903,183,52,NA,"STD1nn or STD1nov"
"DI53",517,238420,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,238936,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DIN3",500,239436,500,3,"sound_NOVEL",NA
"D109",317,239753,317,109,"pic_novel","animal or thing?"
"DI42",183,239936,183,42,NA,"STD1nn or STD1nov"
"DI43",517,240453,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,240970,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,241470,500,51,"sound_NOTNOVEL",NA
"D114",316,241786,316,114,"pic_nn","animal or thing?"
"DI52",184,241970,184,52,NA,"STD1nn or STD1nov"
"DI53",516,242486,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,243003,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI15",500,243503,500,15,"sound_NOVEL",NA
"D113",316,243819,316,113,"pic_novel","animal or thing?"
"DI42",184,244003,184,42,NA,"STD1nn or STD1nov"
"DI43",517,244520,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,245036,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DIN5",500,245536,500,5,"sound_NOVEL",NA
"D134",317,245853,317,134,"pic_novel","animal or thing?"
"DI42",183,246036,183,42,NA,"STD1nn or STD1nov"
"DI43",517,246553,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,247070,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,247570,500,51,"sound_NOTNOVEL",NA
"D132",316,247886,316,132,"pic_nn","animal or thing?"
"DI52",184,248070,184,52,NA,"STD1nn or STD1nov"
"DI53",516,248586,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,249103,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DIN2",500,249603,500,2,"sound_NOVEL",NA
"D116",316,249919,316,116,"pic_novel","animal or thing?"
"DI42",184,250103,184,42,NA,"STD1nn or STD1nov"
"DI43",517,250620,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,251136,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI28",500,251636,500,28,"sound_NOVEL",NA
"D123",317,251953,317,123,"pic_novel","animal or thing?"
"DI42",183,252136,183,42,NA,"STD1nn or STD1nov"
"DI43",517,252653,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,253170,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI11",500,253670,500,11,"sound_NOVEL",NA
"D107",316,253986,316,107,"pic_novel","animal or thing?"
"DI42",184,254170,184,42,NA,"STD1nn or STD1nov"
"DI43",516,254686,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,255203,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,255703,500,51,"sound_NOTNOVEL",NA
"D128",316,256019,316,128,"pic_nn","animal or thing?"
"DI52",183,256202,183,52,NA,"STD1nn or STD1nov"
"DI53",518,256720,518,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,257236,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,257736,500,51,"sound_NOTNOVEL",NA
"D129",317,258053,317,129,"pic_nn","animal or thing?"
"DI52",183,258236,183,52,NA,"STD1nn or STD1nov"
"DI53",517,258753,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,259269,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI31",500,259769,500,31,"sound_NOVEL",NA
"D103",317,260086,317,103,"pic_novel","animal or thing?"
"DI42",183,260269,183,42,NA,"STD1nn or STD1nov"
"DI43",517,260786,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,261303,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI17",500,261803,500,17,"sound_NOVEL",NA
"D108",316,262119,316,108,"pic_novel","animal or thing?"
"DI42",184,262303,184,42,NA,"STD1nn or STD1nov"
"DI43",517,262820,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,263336,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,263836,500,51,"sound_NOTNOVEL",NA
"D118",317,264153,317,118,"pic_nn","animal or thing?"
"DI52",183,264336,183,52,NA,"STD1nn or STD1nov"
"DI53",517,264853,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,265370,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,265870,500,51,"sound_NOTNOVEL",NA
"D118",316,266186,316,118,"pic_nn","animal or thing?"
"DI52",184,266370,184,52,NA,"STD1nn or STD1nov"
"DI53",516,266886,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,267403,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,267903,500,51,"sound_NOTNOVEL",NA
"D103",316,268219,316,103,"pic_nn","animal or thing?"
"DI52",184,268403,184,52,NA,"STD1nn or STD1nov"
"DI53",517,268920,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,269436,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DIN6",500,269936,500,6,"sound_NOVEL",NA
"D123",317,270253,317,123,"pic_novel","animal or thing?"
"DI42",183,270436,183,42,NA,"STD1nn or STD1nov"
"DI43",517,270953,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,271470,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI21",500,271970,500,21,"sound_NOVEL",NA
"D110",316,272286,316,110,"pic_novel","animal or thing?"
"DI42",184,272470,184,42,NA,"STD1nn or STD1nov"
"DI43",516,272986,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,273503,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,274003,500,51,"sound_NOTNOVEL",NA
"D128",316,274319,316,128,"pic_nn","animal or thing?"
"DI52",184,274503,184,52,NA,"STD1nn or STD1nov"
"DI53",517,275020,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,275536,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI18",500,276036,500,18,"sound_NOVEL",NA
"D124",317,276353,317,124,"pic_novel","animal or thing?"
"DI42",183,276536,183,42,NA,"STD1nn or STD1nov"
"DI43",517,277053,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,277570,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,278070,500,51,"sound_NOTNOVEL",NA
"D120",316,278386,316,120,"pic_nn","animal or thing?"
"DI52",184,278570,184,52,NA,"STD1nn or STD1nov"
"DI53",516,279086,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,279603,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI34",500,280103,500,34,"sound_NOVEL",NA
"D121",316,280419,316,121,"pic_novel","animal or thing?"
"DI42",184,280603,184,42,NA,"STD1nn or STD1nov"
"DI43",517,281120,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,281636,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,282136,500,51,"sound_NOTNOVEL",NA
"D111",317,282453,317,111,"pic_nn","animal or thing?"
"DI52",183,282636,183,52,NA,"STD1nn or STD1nov"
"DI53",517,283153,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,283670,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI33",500,284170,500,33,"sound_NOVEL",NA
"D125",316,284486,316,125,"pic_novel","animal or thing?"
"DI42",184,284670,184,42,NA,"STD1nn or STD1nov"
"DI43",516,285186,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,285703,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,286203,500,51,"sound_NOTNOVEL",NA
"D104",316,286519,316,104,"pic_nn","animal or thing?"
"DI52",184,286703,184,52,NA,"STD1nn or STD1nov"
"DI53",516,287219,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,287736,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI13",500,288236,500,13,"sound_NOVEL",NA
"D120",317,288553,317,120,"pic_novel","animal or thing?"
"DI42",183,288736,183,42,NA,"STD1nn or STD1nov"
"DI43",517,289253,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,289769,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI18",501,290270,501,18,"sound_NOVEL",NA
"D127",316,290586,316,127,"pic_novel","animal or thing?"
"DI42",184,290770,184,42,NA,"STD1nn or STD1nov"
"DI43",516,291286,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,291803,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI28",500,292303,500,28,"sound_NOVEL",NA
"D117",316,292619,316,117,"pic_novel","animal or thing?"
"DI42",184,292803,184,42,NA,"STD1nn or STD1nov"
"DI43",516,293319,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,293836,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,294336,500,51,"sound_NOTNOVEL",NA
"D124",317,294653,317,124,"pic_nn","animal or thing?"
"DI52",183,294836,183,52,NA,"STD1nn or STD1nov"
"DI53",517,295353,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,295869,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI24",501,296370,501,24,"sound_NOVEL",NA
"D132",316,296686,316,132,"pic_novel","animal or thing?"
"DI42",184,296870,184,42,NA,"STD1nn or STD1nov"
"DI43",516,297386,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,297903,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI23",500,298403,500,23,"sound_NOVEL",NA
"D105",316,298719,316,105,"pic_novel","animal or thing?"
"DI42",184,298903,184,42,NA,"STD1nn or STD1nov"
"DI43",516,299419,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,299936,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,300436,500,51,"sound_NOTNOVEL",NA
"D104",317,300753,317,104,"pic_nn","animal or thing?"
"DI52",183,300936,183,52,NA,"STD1nn or STD1nov"
"DI53",517,301453,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,301969,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,302469,500,51,"sound_NOTNOVEL",NA
"D118",317,302786,317,118,"pic_nn","animal or thing?"
"DI52",184,302970,184,52,NA,"STD1nn or STD1nov"
"DI53",516,303486,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,304003,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DIN5",500,304503,500,5,"sound_NOVEL",NA
"D133",316,304819,316,133,"pic_novel","animal or thing?"
"DI42",184,305003,184,42,NA,"STD1nn or STD1nov"
"DI43",516,305519,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,306036,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,306536,500,51,"sound_NOTNOVEL",NA
"D119",317,306853,317,119,"pic_nn","animal or thing?"
"DI52",183,307036,183,52,NA,"STD1nn or STD1nov"
"DI53",517,307553,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,308069,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,308569,500,51,"sound_NOTNOVEL",NA
"D119",317,308886,317,119,"pic_nn","animal or thing?"
"DI52",183,309069,183,52,NA,"STD1nn or STD1nov"
"DI53",517,309586,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,310103,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI25",500,310603,500,25,"sound_NOVEL",NA
"D129",316,310919,316,129,"pic_novel","animal or thing?"
"DI42",184,311103,184,42,NA,"STD1nn or STD1nov"
"DI43",516,311619,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,312136,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,312636,500,51,"sound_NOTNOVEL",NA
"D105",317,312953,317,105,"pic_nn","animal or thing?"
"DI52",183,313136,183,52,NA,"STD1nn or STD1nov"
"DI53",517,313653,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,314169,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI29",500,314669,500,29,"sound_NOVEL",NA
"D110",317,314986,317,110,"pic_novel","animal or thing?"
"DI42",183,315169,183,42,NA,"STD1nn or STD1nov"
"DI43",517,315686,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,316203,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,316703,500,51,"sound_NOTNOVEL",NA
"D108",316,317019,316,108,"pic_nn","animal or thing?"
"DI52",184,317203,184,52,NA,"STD1nn or STD1nov"
"DI53",516,317719,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,318236,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,318736,500,51,"sound_NOTNOVEL",NA
"D110",317,319053,317,110,"pic_nn","animal or thing?"
"DI52",183,319236,183,52,NA,"STD1nn or STD1nov"
"DI53",517,319753,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,320269,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,320769,500,51,"sound_NOTNOVEL",NA
"D116",317,321086,317,116,"pic_nn","animal or thing?"
"DI52",183,321269,183,52,NA,"STD1nn or STD1nov"
"DI53",517,321786,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,322303,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI10",500,322803,500,10,"sound_NOVEL",NA
"D126",316,323119,316,126,"pic_novel","animal or thing?"
"DI42",184,323303,184,42,NA,"STD1nn or STD1nov"
"DI43",516,323819,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,324336,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,324836,500,51,"sound_NOTNOVEL",NA
"D103",317,325153,317,103,"pic_nn","animal or thing?"
"DI52",183,325336,183,52,NA,"STD1nn or STD1nov"
"DI53",517,325853,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,326369,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI33",500,326869,500,33,"sound_NOVEL",NA
"D101",317,327186,317,101,"pic_novel","animal or thing?"
"DI42",183,327369,183,42,NA,"STD1nn or STD1nov"
"DI43",517,327886,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,328403,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI12",500,328903,500,12,"sound_NOVEL",NA
"D106",316,329219,316,106,"pic_novel","animal or thing?"
"DI42",184,329403,184,42,NA,"STD1nn or STD1nov"
"DI43",516,329919,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,330436,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,330936,500,51,"sound_NOTNOVEL",NA
"D129",317,331253,317,129,"pic_nn","animal or thing?"
"DI52",183,331436,183,52,NA,"STD1nn or STD1nov"
"DI53",517,331953,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,332469,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DIN2",500,332969,500,2,"sound_NOVEL",NA
"D113",317,333286,317,113,"pic_novel","animal or thing?"
"DI42",183,333469,183,42,NA,"STD1nn or STD1nov"
"DI43",517,333986,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,334503,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DIN1",500,335003,500,1,"sound_NOVEL",NA
"D125",316,335319,316,125,"pic_novel","animal or thing?"
"DI42",184,335503,184,42,NA,"STD1nn or STD1nov"
"DI43",516,336019,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,336536,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI17",500,337036,500,17,"sound_NOVEL",NA
"D120",317,337353,317,120,"pic_novel","animal or thing?"
"DI42",183,337536,183,42,NA,"STD1nn or STD1nov"
"DI43",517,338053,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,338569,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI19",500,339069,500,19,"sound_NOVEL",NA
"D130",317,339386,317,130,"pic_novel","animal or thing?"
"DI42",183,339569,183,42,NA,"STD1nn or STD1nov"
"DI43",517,340086,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,340603,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,341103,500,51,"sound_NOTNOVEL",NA
"D128",316,341419,316,128,"pic_nn","animal or thing?"
"DI52",184,341603,184,52,NA,"STD1nn or STD1nov"
"DI53",516,342119,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,342636,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,343136,500,51,"sound_NOTNOVEL",NA
"D109",317,343453,317,109,"pic_nn","animal or thing?"
"DI52",183,343636,183,52,NA,"STD1nn or STD1nov"
"DI53",517,344153,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,344669,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,345169,500,51,"sound_NOTNOVEL",NA
"D115",317,345486,317,115,"pic_nn","animal or thing?"
"DI52",183,345669,183,52,NA,"STD1nn or STD1nov"
"DI53",517,346186,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,346703,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DIN7",500,347203,500,7,"sound_NOVEL",NA
"D103",316,347519,316,103,"pic_novel","animal or thing?"
"DI42",184,347703,184,42,NA,"STD1nn or STD1nov"
"DI43",516,348219,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,348736,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,349236,500,51,"sound_NOTNOVEL",NA
"D109",317,349553,317,109,"pic_nn","animal or thing?"
"DI52",183,349736,183,52,NA,"STD1nn or STD1nov"
"DI53",517,350253,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,350769,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DIN9",500,351269,500,9,"sound_NOVEL",NA
"D102",317,351586,317,102,"pic_novel","animal or thing?"
"DI42",183,351769,183,42,NA,"STD1nn or STD1nov"
"DI43",517,352286,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,352803,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,353303,500,51,"sound_NOTNOVEL",NA
"D132",316,353619,316,132,"pic_nn","animal or thing?"
"DI52",184,353803,184,52,NA,"STD1nn or STD1nov"
"DI53",516,354319,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,354836,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DIN8",500,355336,500,8,"sound_NOVEL",NA
"D102",317,355653,317,102,"pic_novel","animal or thing?"
"DI42",183,355836,183,42,NA,"STD1nn or STD1nov"
"DI43",517,356353,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,356869,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,357369,500,51,"sound_NOTNOVEL",NA
"D134",317,357686,317,134,"pic_nn","animal or thing?"
"DI52",183,357869,183,52,NA,"STD1nn or STD1nov"
"DI53",517,358386,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,358903,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DIN6",500,359403,500,6,"sound_NOVEL",NA
"D116",316,359719,316,116,"pic_novel","animal or thing?"
"DI42",184,359903,184,42,NA,"STD1nn or STD1nov"
"DI43",516,360419,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,360936,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI32",500,361436,500,32,"sound_NOVEL",NA
"D124",317,361753,317,124,"pic_novel","animal or thing?"
